"Experiment: LG104_Quake","Analysis: Analysis 1","User: lab user","Plate: Plate 0002","Plate Type: 384 Well","Plate Order: Row","Export Date: 12/19/2018","Export Time: 10:08:04 AM"
"Well ID","Well Type","%GFP+","Count of All Events","Count of cells","singlet as % of cells"
"B02","Sample","11.6397955171058","3943","2763","92.0376402461093"
"B03","Sample","12.6277073968124","3705","2637","92.7948426241942"
"B04","Sample","12.3495552066981","2730","2075","92.0963855421687"
"B05","Sample","12.0967741935484","2935","2189","90.634993147556"
"B06","Sample","11.9593998234775","3146","2483","91.2605718888441"
"B07","Sample","12.4785591766724","3159","2579","90.4226444358278"
"B08","Sample","11.0232328225408","2833","2233","90.5956112852665"
"B09","Sample","11.3061435209086","2883","2104","92.0627376425855"
"B10","Sample","11.8739448508723","2854","1951","91.0814966683752"
"B11","Sample","12.3505976095618","3022","2213","90.7365567103479"
"B14","Sample","18.1431005110733","2266","1340","87.6119402985075"
"B15","Sample","19.6068287635799","2904","2169","89.1194098662978"
"B16","Sample","18.9305735230703","3697","2563","90.4799063597347"
"B17","Sample","18.8419553868059","3172","2335","90.2355460385439"
"B18","Sample","18.3867141162515","2577","1852","91.036717062635"
"B19","Sample","21.1463550361714","2650","2001","89.8050974512743"
"B20","Sample","18.7294117647059","2917","2341","90.7731738573259"
"B21","Sample","16.9289461134955","3160","2300","91.1739130434783"
"B22","Sample","18.1441590720795","3324","2618","92.2077922077922"
"B23","Sample","20.264093448451","2770","2152","91.496282527881"
"C02","Sample","11.2136594370097","3168","2346","92.3699914748508"
"C03","Sample","10.9672197490894","3738","2656","93.0346385542169"
"C04","Sample","10.1085094231867","2696","1958","89.4279877425945"
"C05","Sample","10.4925053533191","2963","2057","90.8118619348566"
"C06","Sample","12.202380952381","2805","2199","91.6780354706685"
"C07","Sample","11.6326530612245","2171","1637","89.7984117287721"
"C08","Sample","10.4838709677419","2891","2210","89.7737556561086"
"C09","Sample","10.7762557077626","3174","2436","89.9014778325123"
"C10","Sample","10.7228338918143","3051","2284","91.46234676007"
"C11","Sample","10.7374392220421","3356","2674","92.2961854899028"
"C14","Sample","17.219387755102","2434","1777","88.2386043894204"
"C15","Sample","18.2137834036568","2332","1586","89.6595208070618"
"C16","Sample","18.4782608695652","2671","1929","90.6168999481597"
"C17","Sample","18.3249370277078","2341","1774","89.5152198421646"
"C18","Sample","16.8467583497053","2882","2242","90.8117752007136"
"C19","Sample","19.906048150323","2553","1890","90.1058201058201"
"C20","Sample","18.2713347921225","2594","2028","90.138067061144"
"C21","Sample","17.3117822203318","3264","2549","92.2322479403688"
"C22","Sample","18.4283342556724","2817","1995","90.5764411027569"
"C23","Sample","18.350268977884","2572","1846","90.6283856988082"
"D02","Sample","12.3828317710903","3139","2204","91.9691470054446"
"D03","Sample","12.8921568627451","2969","2203","92.6009986382206"
"D04","Sample","11.9852489244007","2487","1799","90.4391328515842"
"D05","Sample","11.5942028985507","2553","1841","89.951113525258"
"D06","Sample","11.8951612903226","2809","2167","91.5551453622519"
"D07","Sample","10.321199143469","3330","2616","89.2584097859327"
"D08","Sample","13.0270014211274","2988","2345","90.0213219616205"
"D09","Sample","11.5198451113262","3194","2301","89.787049109083"
"D10","Sample","11.2020138451857","2971","1804","88.0820399113082"
"D11","Sample","12.1699196326062","3540","2867","91.1405650505755"
"D14","Sample","18.1818181818182","2455","1852","89.6868250539957"
"D15","Sample","17.7267373380448","2465","1878","90.4153354632588"
"D16","Sample","16.5217391304348","2645","2044","90.0195694716243"
"D17","Sample","17.4746936600959","2735","2095","89.5942720763723"
"D18","Sample","15.4777927321669","2145","1632","91.0539215686274"
"D19","Sample","15.7861234882241","2218","1736","90.4953917050691"
"D20","Sample","15.4460719041278","2930","2429","92.754219843557"
"D21","Sample","16.1150298426479","2752","2025","91.0123456790123"
"D22","Sample","16.4962205424633","3065","2484","90.5394524959742"
"D23","Sample","17.184265010352","2742","2114","91.3907284768212"
"E02","Sample","11.151570323168","3098","2390","91.9246861924686"
"E03","Sample","10.5362182502352","2901","2302","92.3544743701129"
"E04","Sample","11.443433029909","3141","2540","90.8267716535433"
"E05","Sample","13.0166270783848","2950","2320","90.7327586206897"
"E06","Sample","11.0245656081486","2443","1847","90.3627504060639"
"E07","Sample","11.2012987012987","2567","2058","89.7959183673469"
"E08","Sample","11.6538131962296","3045","2541","91.85360094451"
"E09","Sample","10.6008583690987","3264","2574","90.5205905205905"
"E10","Sample","10.7761027359017","2632","2012","89.0159045725646"
"E11","Sample","10.9090909090909","3048","2454","91.8907905460473"
"E14","Sample","15.9026598754952","2585","1976","89.4230769230769"
"E15","Sample","17.1739130434783","2601","2026","90.8193484698914"
"E16","Sample","16.4170826400444","2529","1990","90.6030150753769"
"E17","Sample","16.6919000757002","3642","2898","91.1663216011042"
"E18","Sample","19.1616766467066","2298","1830","91.2568306010929"
"E19","Sample","16.5200391006843","2892","2251","90.8929364726788"
"E20","Sample","16.3964798517832","3017","2382","90.6381192275399"
"E21","Sample","14.8016276703967","2845","2148","91.5270018621974"
"E22","Sample","16.4840400190567","2817","2290","91.6593886462882"
"E23","Sample","16.8998923573735","2578","2036","91.2573673870334"
"F02","Sample","9.26012098650535","3004","2307","93.1512787169484"
"F03","Sample","8.63910822108686","3038","2341","91.9692439128577"
"F04","Sample","9.12375790424571","3051","2436","90.8866995073892"
"F05","Sample","8.35322195704057","2942","2278","91.9666374012291"
"F06","Sample","10.2813299232737","2748","2155","90.7192575406032"
