"Experiment: LG128_DENV2_doublemut","Analysis: Analysis 1","User: lab user","Plate: Plate 0002","Plate Type: 384 Well","Plate Order: Row","Export Date: 3/13/2019","Export Time: 11:45:31 AM"
"Well ID","Well Type","%GFP+","Count of All Events","Count of cells","singlet as % of cells"
"B02","Sample","0.514579759862779","5790","3585","97.5732217573222"
"B03","Sample","2.58810572687225","5790","3699","98.1886996485537"
"B04","Sample","3.97779833487512","5300","3312","97.9166666666667"
"B05","Sample","4.8339483394834","4649","2799","96.8202929617721"
"B06","Sample","6.37530072173216","4498","2582","96.5917893106119"
"B07","Sample","6.78941311852704","4689","2691","96.8784838350056"
"B08","Sample","7.58942457231726","5106","3314","97.0126735063368"
"B09","Sample","7.06293706293706","4648","2946","97.0807875084861"
"B10","Sample","6.71506352087114","4569","2867","96.093477502616"
"B11","Sample","7.33911785972523","4548","2842","97.3258268824771"
"B14","Sample","6.96545817870397","5713","3606","97.1436494731004"
"B15","Sample","8.18756978042426","4543","2778","96.7242620590353"
"B16","Sample","8.15926892950392","4939","3142","97.5175047740293"
"B17","Sample","9.10049191848208","4680","2938","96.8686181075562"
"B18","Sample","9.94231421784866","4841","3038","97.0046082949309"
"B19","Sample","8.57893201050481","5366","3504","97.8025114155251"
"B20","Sample","8.43190779496512","5334","3378","97.6021314387211"
"B21","Sample","9.03417533432392","5274","3437","97.9051498399767"
"B22","Sample","9.71684053651267","5194","3441","97.5007265329846"
"B23","Sample","8.36236933797909","4865","3247","97.2282106559901"
"C02","Sample","0.849323686693929","5094","3250","97.8153846153846"
"C03","Sample","2.36077481840194","5315","3379","97.7804084048535"
"C04","Sample","4.39770554493308","4523","2694","97.0675575352635"
"C05","Sample","6.137832017229","4711","2865","97.2425828970331"
"C06","Sample","7.79707184201566","4761","3033","96.8348170128586"
"C07","Sample","7.71929824561404","4461","2672","95.9955089820359"
"C08","Sample","7.57937862751792","4674","3020","96.9867549668874"
"C09","Sample","7.00843608046723","4943","3173","97.1320516861015"
"C10","Sample","8.13343328335832","4504","2771","96.2829303500541"
"C11","Sample","8.38658146964856","4274","2591","96.6422230798919"
"C14","Sample","8.41779279279279","5517","3654","97.2085385878489"
"C15","Sample","7.82277604707511","4647","2958","97.6673427991886"
"C16","Sample","8.71968068774946","5143","3336","97.6318944844125"
"C17","Sample","8.24626865671642","4261","2761","97.0662803332126"
"C18","Sample","9.39528527502562","4817","3008","97.3071808510638"
"C19","Sample","8.10301507537688","5054","3267","97.4594429139884"
"C20","Sample","6.8767040290821","5151","3389","97.4033638241369"
